Sensor,X,Y,Z
4,65.082245,,
1,-33.915695,18.418444,
3,0,,
2,2.949,-9.5,-1.11
0,198.23438,71.8125,17.015625
4,64.852905,,
1,-33.915695,18.418444,
3,0,,
2,2.911,-9.5,-1.072
0,198.26563,71.875,17.015625
4,65.08863,,
1,-33.915695,18.418444,
3,0,,
2,2.988,-9.462,-0.804
0,198.4375,71.640625,17.234375
4,63.759884,,
1,-33.915695,18.418444,
3,0,,
2,2.949,-9.462,-1.072
0,198.4375,71.65625,17.1875
4,64.71786,,
1,-33.915695,18.418444,
3,0,,
2,2.949,-9.462,-1.11
0,198.45313,71.53125,17.296875
4,64.68685,,
1,-33.915695,18.418444,
3,0,,
2,2.949,-9.462,-1.11
0,198.59375,71.359375,17.46875
4,63.430527,,
1,-33.915695,18.418444,
3,0,,
2,2.988,-9.462,-1.11
0,198.35938,71.375,17.46875
4,65.78193,,
1,-33.915695,18.418444,
3,0,,
2,2.988,-9.423,-0.996
0,198.875,71.3125,17.53125
4,64.82294,,
1,-33.915695,18.418444,
3,0,,
2,2.988,-9.462,-1.11
0,198.82813,71.171875,17.6875
4,66.60294,,
1,-33.915695,18.418444,
3,0,,
2,3.064,-9.423,-1.149
0,198.39063,71.4375,17.40625
4,65.631,,
1,-33.915695,18.418444,
3,0,,
2,2.988,-9.462,-1.187
0,199,71.3125,17.578125
4,63.833057,,
1,-33.915695,18.418444,
3,0,,
2,3.026,-9.462,-1.072
0,198.64063,71.453125,17.46875
4,67.33908,,
1,-33.915695,18.418444,
3,0,,
2,2.988,-9.462,-1.11
0,198.75,71.28125,17.625
4,65.37947,,
1,-33.915695,18.418444,
3,0,,
2,3.102,-9.5,-1.225
0,200.9375,68.9375,19.578125
4,65.769295,,
1,-33.915695,18.418444,
3,0,,
2,3.409,-9.232,-1.34
0,201.39063,68.296875,20.15625
4,64.30272,,
1,-33.915695,18.418444,
3,0,,
2,3.371,-9.308,-1.417
0,199.57813,70.28125,18.21875
4,66.43239,,
1,-33.915695,18.418444,
3,0,,
2,3.064,-9.385,-1.149
0,199.20313,71.25,17.65625
4,62.876106,,
1,-33.915695,18.418444,
3,0,,
2,2.988,-9.5,-1.11
0,199.45313,70.75,18.171875
4,64.236,,
1,-33.915695,18.418444,
3,0,,
2,3.064,-9.462,-1.11
0,199.15625,70.640625,18.171875
4,64.0822,,
1,-33.915695,18.418444,
3,0,,
2,3.064,-9.423,-1.149
4,65.98273,,
0,199.15625,70.765625,18.03125
1,-33.915695,18.418444,
2,3.102,-9.462,-1.187
3,0,,
0,198.6875,71.109375,17.71875
4,64.07835,,
1,-33.915695,18.418444,
3,0,,
2,2.988,-9.462,-1.11
0,198.71875,70.9375,17.796875
4,66.74502,,
1,-33.915695,18.418444,
3,0,,
2,3.102,-9.385,-1.149
0,199.1875,70.609375,17.96875
4,65.57254,,
1,-33.915695,18.418444,
3,0,,
2,3.064,-9.423,-1.187
0,199.17188,70.625,18.09375
4,67.797806,,
1,-33.915695,18.418444,
3,0,,
2,3.141,-9.423,-1.149
0,199.48438,70.375,18.328125
4,67.36769,,
1,-33.915695,18.418444,
3,0,,
2,3.102,-9.423,-1.187
0,199.51563,70.328125,18.34375
4,63.956104,,
1,-33.915695,18.418444,
3,0,,
2,3.102,-9.423,-1.149
0,199.67188,70.453125,18.203125
4,66.30744,,
1,-33.915695,18.418444,
3,0,,
2,3.102,-9.423,-1.225
0,200.45313,69.890625,18.71875
4,65.73349,,
1,-33.915695,18.418444,
3,0,,
2,3.294,-9.385,-1.225
0,201.35938,68.21875,20.265625
4,63.760067,,
1,-33.915695,18.418444,
3,0,,
2,3.447,-9.27,-1.34
0,200.73438,68.890625,19.46875
4,62.29675,,
1,-33.915695,18.418444,
3,0,,
2,3.371,-9.347,-1.455
0,199.71875,69.9375,18.5625
4,63.068993,,
1,-33.915695,18.418444,
3,0,,
2,3.141,-9.462,-1.225
0,199.70313,70.296875,18.390625
4,64.33384,,
1,-33.915695,18.418444,
3,0,,
2,3.179,-9.385,-1.034
0,199.67188,70.09375,18.53125
4,63.465126,,
1,-33.915695,18.418444,
3,0,,
2,3.179,-9.423,-1.11
0,198.9375,70.828125,17.953125
4,65.08125,,
1,-33.915695,18.418444,
3,0,,
2,2.911,-9.538,-1.34
0,197.98438,69.390625,16.796875
4,66.002075,,
1,-33.915695,18.418444,
3,0,,
2,2.911,-9.385,-2.145
0,198.46875,69.21875,17.234375
4,65.95459,,
1,-33.915695,18.418444,
3,0,,
2,2.949,-9.385,-1.992
0,198.20313,69.609375,16.953125
4,65.58538,,
1,-33.915695,18.418444,
3,0,,
2,2.911,-9.385,-1.877
0,197.6875,70.015625,16.703125
4,65.785614,,
1,-33.915695,18.418444,
3,0,,
2,2.873,-9.423,-1.877
0,197.70313,70.171875,16.640625
4,65.907555,,
1,-33.915695,18.418444,
3,0,,
2,2.873,-9.462,-1.838
0,197.78125,70.21875,16.625
4,64.19368,,
1,-33.915695,18.418444,
3,0,,
2,2.873,-9.423,-1.762
0,197.48438,70.3125,16.5625
4,64.02307,,
1,-33.915695,18.418444,
3,0,,
2,2.873,-9.462,-1.8
0,197.375,70.515625,16.546875
4,65.71435,,
1,-33.915695,18.418444,
3,0,,
2,2.873,-9.423,-1.762
0,197.4375,70.625,16.453125
4,63.767624,,
1,-33.915695,18.418444,
3,0,,
2,2.834,-9.462,-1.723
0,197.70313,70.453125,16.65625
4,67.269646,,
1,-33.915695,18.418444,
3,0,,
2,2.834,-9.423,-1.685
0,197.75,70.3125,16.671875
4,65.12199,,
1,-33.915695,18.418444,
3,0,,
2,2.873,-9.385,-1.762
0,197.67188,70.484375,16.625
4,62.125328,,
1,-33.915695,18.418444,
3,0,,
2,2.834,-9.462,-1.685
0,197.625,70.765625,16.53125
4,63.97881,,
1,-33.915695,18.418444,
3,0,,
2,2.834,-9.462,-1.685
0,197.65625,70.703125,16.53125
4,65.199165,,
1,-33.915695,18.418444,
3,0,,
2,2.834,-9.423,-1.685
0,197.75,70.546875,16.640625
4,64.24341,,
1,-33.915695,18.418444,
3,0,,
2,2.873,-9.423,-1.685
0,197.65625,70.453125,16.734375
4,63.348736,,
1,-33.915695,18.418444,
3,0,,
2,2.911,-9.423,-1.685
0,198.0625,70.28125,16.84375
4,63.272736,,
1,-33.915695,18.418444,
3,0,,
2,2.911,-9.462,-1.723
0,197.95313,70.25,16.890625
4,63.68117,,
1,-33.915695,18.418444,
3,0,,
2,2.911,-9.423,-1.685
0,198.15625,70.1875,16.890625
4,62.532295,,
1,-33.915695,18.418444,
3,0,,
2,2.911,-9.423,-1.762
0,198.09375,70.125,17
4,65.85955,,
1,-33.915695,18.418444,
3,0,,
2,2.911,-9.423,-1.723
0,198.03125,70.40625,16.78125
4,64.09093,,
1,-33.915695,18.418444,
3,0,,
2,2.873,-9.462,-1.762
0,198.14063,70.3125,16.90625
4,64.5626,,
1,-33.915695,18.418444,
3,0,,
2,2.911,-9.462,-1.723
0,198.71875,69.609375,17.359375
4,65.963196,,
1,-33.915695,18.418444,
3,0,,
2,3.064,-9.347,-1.762
0,197.6875,70.09375,16.71875
4,65.35552,,
1,-33.915695,18.418444,
3,0,,
2,2.873,-9.423,-1.8
0,197.3125,70.375,16.4375
4,63.983227,,
1,-33.915695,18.418444,
3,0,,
2,2.796,-9.423,-1.8
0,197.34375,70.640625,16.296875
4,65.56125,,
1,-33.915695,18.418444,
3,0,,
2,2.796,-9.462,-1.8
0,197.01563,71.203125,15.859375
4,64.542946,,
1,-33.915695,18.418444,
3,0,,
2,2.719,-9.462,-1.685
0,196.8125,71.171875,15.984375
4,66.75598,,
1,-33.915695,18.418444,
3,0,,
2,2.758,-9.462,-1.685
0,197.20313,71.078125,16.109375
4,63.685867,,
1,-33.915695,18.418444,
3,0,,
2,2.758,-9.462,-1.647
0,197.35938,70.875,16.421875
4,65.17065,,
1,-33.915695,18.418444,
3,0,,
2,2.873,-9.423,-1.685
0,197.625,70.640625,16.546875
4,64.24009,,
1,-33.915695,18.418444,
3,0,,
2,2.834,-9.462,-1.762
0,197.60938,70.875,16.375
4,65.11208,,
1,-33.915695,18.418444,
3,0,,
2,2.873,-9.423,-1.647
0,197.84375,70.703125,16.609375
4,63.37576,,
1,-33.915695,18.418444,
3,0,,
2,2.873,-9.423,-1.685
0,198.125,70.328125,16.828125
4,64.49724,,
1,-33.915695,18.418444,
3,0,,
2,2.873,-9.462,-1.723
0,198.39063,69.84375,17.0625
4,64.612595,,
1,-33.915695,18.418444,
3,0,,
2,3.064,-9.308,-1.8
0,197.95313,70,16.796875
4,64.99834,,
1,-33.915695,18.418444,
3,0,,
2,2.873,-9.423,-1.762
0,197.5,71.109375,16.140625
4,65.70495,,
1,-33.915695,18.418444,
3,0,,
2,2.796,-9.462,-1.685
0,197.64063,70.796875,16.453125
4,66.109505,,
1,-33.915695,18.418444,
3,0,,
2,2.834,-9.462,-1.685
0,197.98438,70.4375,16.890625
4,65.21907,,
1,-33.915695,18.418444,
3,0,,
2,2.911,-9.423,-1.685
0,198.09375,70.46875,16.71875
4,64.17103,,
1,-33.915695,18.418444,
3,0,,
2,2.949,-9.385,-1.685
0,198.39063,70.1875,16.84375
4,63.148087,,
1,-33.915695,18.418444,
3,0,,
2,2.911,-9.385,-1.762
0,198.34375,70,17
4,63.128574,,
1,-33.915695,18.418444,
3,0,,
2,2.949,-9.423,-1.8
0,198.21875,69.796875,17.15625
4,63.206528,,
1,-33.915695,18.418444,
3,0,,
2,2.949,-9.385,-1.8
0,197.65625,70.4375,16.671875
4,63.138626,,
1,-33.915695,18.418444,
3,0,,
2,2.873,-9.462,-1.685
0,197.84375,70.484375,16.65625
4,61.78284,,
1,-33.915695,18.418444,
3,0,,
2,2.873,-9.462,-1.838
0,197.75,70.640625,16.546875
4,66.068115,,
1,-33.915695,18.418444,
3,0,,
2,2.796,-9.462,-1.532
0,197.89063,70.96875,16.5625
4,63.83909,,
1,-33.915695,18.418444,
3,0,,
2,2.834,-9.538,-1.57
0,197.70313,70.96875,16.59375
4,62.781216,,
1,-33.915695,18.418444,
3,0,,
2,2.834,-9.462,-1.57
0,197.73438,70.703125,16.8125
4,65.7665,,
1,-33.915695,18.418444,
3,0,,
2,2.911,-9.462,-1.57
0,197.89063,70.953125,16.671875
4,67.87053,,
1,-33.915695,18.418444,
3,0,,
2,2.834,-9.5,-1.494
0,197.35938,71.34375,16.40625
4,67.16974,,
1,-33.915695,18.418444,
3,0,,
2,2.834,-9.462,-1.532
0,197.35938,71.46875,16.359375
4,66.05402,,
1,-33.915695,18.418444,
3,0,,
2,2.796,-9.462,-1.455
0,196.89063,71.84375,16
4,65.48277,,
1,-33.915695,18.418444,
3,0,,
2,2.758,-9.5,-1.417
0,195,74,14.46875
4,64.94262,,
1,-33.915695,18.418444,
3,0,,
2,2.375,-9.577,-1.072
0,194.29688,75,13.75
4,62.402332,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.615,-1.149
0,196.64063,72,15.953125
4,62.341564,,
1,-33.915695,18.418444,
3,0,,
2,2.834,-9.5,-1.647
0,197.90625,70.34375,16.859375
4,66.37837,,
1,-33.915695,18.418444,
3,0,,
2,2.911,-9.423,-1.762
0,197.23438,70.265625,16.390625
4,66.5904,,
1,-33.915695,18.418444,
3,0,,
2,2.758,-9.538,-1.838
0,195.70313,71.921875,15.03125
4,62.637955,,
1,-33.915695,18.418444,
3,0,,
2,2.528,-9.538,-1.455
0,195.1875,73.703125,14.6875
4,62.219265,,
1,-33.915695,18.418444,
3,0,,
2,2.566,-9.577,-1.225
0,195.15625,73.765625,14.859375
4,63.96699,,
1,-33.915695,18.418444,
3,0,,
2,2.375,-9.653,-1.072
0,195.35938,73.90625,14.921875
4,64.66865,,
1,-33.915695,18.418444,
3,0,,
2,2.528,-9.577,-1.034
0,195.17188,73.59375,15
4,63.925404,,
1,-33.915695,18.418444,
3,0,,
2,2.681,-9.538,-1.264
0,197.10938,71.78125,16.578125
4,61.985344,,
1,-33.915695,18.418444,
3,0,,
2,2.911,-9.577,-1.494
0,197.46875,70.828125,16.703125
4,63.18139,,
1,-33.915695,18.418444,
3,0,,
2,2.834,-9.538,-1.57
0,196.6875,71.609375,15.96875
4,78.74167,,
1,-33.915695,18.418444,
3,0,,
2,2.719,-9.5,-1.494
0,196.45313,72.140625,15.625
4,61.465645,,
1,-33.915695,18.418444,
3,0,,
2,2.681,-9.615,-1.417
0,196.3125,72.25,15.671875
4,61.947247,,
1,-33.915695,18.418444,
3,0,,
2,2.681,-9.538,-1.379
0,196.6875,71.828125,15.984375
4,66.30235,,
1,-33.915695,18.418444,
3,0,,
2,2.758,-9.5,-1.417
0,197.01563,71.25,16.375
4,64.587074,,
1,-33.915695,18.418444,
3,0,,
2,2.873,-9.423,-1.608
0,197.10938,71.640625,16.140625
4,62.120094,,
1,-33.915695,18.418444,
3,0,,
2,2.796,-9.5,-1.494
0,195.71875,73.390625,15.078125
4,65.563934,,
1,-33.915695,18.418444,
3,0,,
2,2.566,-9.615,-1.034
0,195.60938,73.9375,14.78125
4,63.61247,,
1,-33.915695,18.418444,
3,0,,
2,2.528,-9.577,-0.996
0,195.57813,73.765625,14.9375
4,65.9491,,
1,-33.915695,18.418444,
3,0,,
2,2.681,-9.5,-1.072
0,197.03125,71.9375,16.1875
4,66.30443,,
1,-33.915695,18.418444,
3,0,,
2,2.834,-9.5,-1.417
0,196.03125,72.890625,15.484375
4,62.425213,,
1,-33.915695,18.418444,
3,0,,
2,2.604,-9.615,-1.149
0,196.64063,72.765625,15.75
4,70.849205,,
1,-33.915695,18.418444,
3,0,,
2,2.758,-9.5,-1.302
0,196.53125,72.515625,15.65625
4,64.31798,,
1,-33.915695,18.418444,
3,0,,
2,2.643,-9.538,-1.264
0,196.75,72.46875,15.75
4,65.484825,,
1,-33.915695,18.418444,
3,0,,
2,2.796,-9.577,-1.455
0,197.60938,71.125,16.640625
4,62.659996,,
1,-33.915695,18.418444,
3,0,,
2,2.873,-9.462,-1.532
0,196.5,72.921875,15.671875
4,63.68117,,
1,-33.915695,18.418444,
3,0,,
2,2.604,-9.577,-1.11
0,196.09375,73.265625,15.21875
4,62.547215,,
1,-33.915695,18.418444,
3,0,,
2,2.528,-9.577,-1.11
0,195.1875,74.125,14.46875
4,63.675213,,
1,-33.915695,18.418444,
3,0,,
2,2.49,-9.577,-1.11
0,194.85938,74.59375,14.140625
4,63.634964,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.615,-0.996
0,194.78125,74.4375,14.234375
4,63.510204,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.577,-1.11
0,195.76563,72.828125,14.9375
4,65.5933,,
1,-33.915695,18.418444,
3,0,,
2,2.911,-9.308,-1.302
0,198.0625,70.328125,17.015625
4,62.18486,,
1,-33.915695,18.418444,
3,0,,
2,2.873,-9.423,-1.647
0,196.54688,71.765625,15.796875
4,63.83659,,
1,-33.915695,18.418444,
3,0,,
2,2.681,-9.5,-1.494
0,195.375,72.875,14.84375
4,64.7371,,
1,-33.915695,18.418444,
3,0,,
2,2.604,-9.577,-1.532
0,195.42188,72.4375,15.125
4,64.42318,,
1,-33.915695,18.418444,
3,0,,
2,2.681,-9.462,-1.494
0,195.21875,72.34375,15.078125
4,65.44016,,
1,-33.915695,18.418444,
3,0,,
2,2.566,-9.538,-1.57
0,195.03125,72.578125,14.875
4,65.95148,,
1,-33.915695,18.418444,
3,0,,
2,2.566,-9.577,-1.647
0,194.90625,73.125,14.4375
4,64.461296,,
1,-33.915695,18.418444,
3,0,,
2,2.604,-9.73,-1.57
0,196.32813,69.84375,15.40625
4,64.37673,,
1,-33.915695,18.418444,
3,0,,
2,2.375,-9.27,-2.068
0,190.46875,75.46875,9.640625
4,64.548706,,
1,-33.915695,18.418444,
3,0,,
2,1.608,-9.653,-1.915
0,190.5625,74.796875,9.828125
4,68.71846,,
1,-33.915695,18.418444,
3,0,,
2,1.762,-9.653,-1.992
0,192.15625,73.796875,11.28125
4,68.00905,,
1,-33.915695,18.418444,
3,0,,
2,1.992,-9.615,-1.992
0,192.89063,73.03125,11.953125
4,69.321304,,
1,-33.915695,18.418444,
3,0,,
2,2.068,-9.538,-2.145
0,194.28125,72.53125,13.078125
4,67.05858,,
1,-33.915695,18.418444,
3,0,,
2,2.643,-9.462,-2.106
0,198.59375,69.21875,17.5
4,63.342346,,
1,-33.915695,18.418444,
3,0,,
2,3.064,-9.385,-1.838
0,197.23438,70.640625,15.90625
4,67.32648,,
1,-33.915695,18.418444,
3,0,,
2,2.566,-9.538,-1.953
0,195.5,72.625,14.40625
4,71.74653,,
1,-33.915695,18.418444,
3,0,,
2,2.528,-9.538,-1.494
0,195.57813,73.0625,14.78125
4,63.42977,,
1,-33.915695,18.418444,
3,0,,
2,2.528,-9.538,-1.417
0,195.92188,73.203125,14.703125
4,64.796646,,
1,-33.915695,18.418444,
3,0,,
2,2.566,-9.538,-1.379
0,195.75,73.109375,14.859375
4,63.029766,,
1,-33.915695,18.418444,
3,0,,
2,2.566,-9.462,-1.34
0,196.45313,72.890625,14.984375
4,67.69169,,
1,-33.915695,18.418444,
3,0,,
2,2.604,-9.538,-1.34
0,196.14063,73.1875,14.890625
4,64.92799,,
1,-33.915695,18.418444,
3,0,,
2,2.566,-9.538,-1.34
0,196.34375,72.65625,15.203125
4,66.23647,,
1,-33.915695,18.418444,
3,0,,
2,2.643,-9.577,-1.57
0,196.5,72.546875,15.1875
4,66.18488,,
1,-33.915695,18.418444,
3,0,,
2,2.643,-9.5,-1.379
0,196.5625,72.46875,15.46875
4,66.25888,,
1,-33.915695,18.418444,
3,0,,
2,2.796,-9.385,-1.264
0,196.76563,72.265625,15.6875
4,69.40143,,
1,-33.915695,18.418444,
3,0,,
2,2.681,-9.615,-1.57
0,192.65625,72.25,11.515625
4,66.309814,,
1,-33.915695,18.418444,
3,0,,
2,1.915,-9.577,-2.145
0,195.375,70.75,14.046875
4,67.28686,,
1,-33.915695,18.418444,
3,0,,
2,2.719,-9.385,-2.375
0,195.53125,71.0625,13.9375
4,65.36453,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.5,-2.298
0,195.23438,70.390625,13.90625
4,63.13043,,
1,-33.915695,18.418444,
3,0,,
2,2.49,-9.194,-1.723
0,196.03125,69.078125,14.609375
4,66.751945,,
1,-33.915695,18.418444,
3,0,,
2,2.528,-9.347,-2.49
0,195.75,69.375,14.328125
4,72.45152,,
1,-33.915695,18.418444,
3,0,,
2,2.49,-9.423,-2.49
0,195.84375,69.484375,14.1875
4,72.97614,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.462,-2.528
0,196.07813,69.34375,14.34375
4,66.72193,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.423,-2.49
0,195.29688,70.515625,13.703125
4,65.55423,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.653,-2.49
0,197.71875,68.625,15.609375
4,67.0034,,
1,-33.915695,18.418444,
3,0,,
2,2.796,-9.308,-2.528
0,196.65625,69,15.28125
4,64.1094,,
1,-33.915695,18.418444,
3,0,,
2,2.604,-9.538,-2.413
0,195.39063,71.546875,14.015625
4,69.55768,,
1,-33.915695,18.418444,
3,0,,
2,2.49,-9.615,-2.106
0,195.65625,71.328125,14.484375
4,64.88658,,
1,-33.915695,18.418444,
3,0,,
2,2.528,-9.5,-1.953
0,196.03125,71.03125,14.734375
4,64.076584,,
1,-33.915695,18.418444,
3,0,,
2,2.566,-9.462,-2.068
0,196.125,70.953125,14.78125
4,63.830814,,
1,-33.915695,18.418444,
3,0,,
2,2.566,-9.462,-2.068
0,196.25,71,14.9375
4,65.36513,,
1,-33.915695,18.418444,
3,0,,
2,2.604,-9.462,-1.992
0,196.59375,70.609375,15.375
4,61.93335,,
1,-33.915695,18.418444,
3,0,,
2,2.681,-9.423,-2.068
0,196.57813,70.625,15.328125
4,61.686516,,
1,-33.915695,18.418444,
3,0,,
2,2.758,-8.964,-1.953
0,196.26563,70.84375,15.09375
4,62.696354,,
1,-33.915695,18.418444,
3,0,,
2,2.604,-9.462,-2.03
0,196.39063,70.765625,15.1875
4,61.253437,,
1,-33.915695,18.418444,
3,0,,
2,2.604,-9.462,-2.03
0,196.67188,70.59375,15.453125
4,64.10914,,
1,-33.915695,18.418444,
3,0,,
2,2.643,-9.653,-2.03
0,196.8125,70.609375,15.625
4,62.117672,,
1,-33.915695,18.418444,
3,0,,
2,2.681,-9.462,-1.915
0,196.84375,70.859375,15.53125
4,62.892315,,
1,-33.915695,18.418444,
3,0,,
2,2.719,-9.462,-1.915
0,196.95313,70.6875,15.796875
4,64.77855,,
1,-33.915695,18.418444,
3,0,,
2,2.758,-9.462,-1.915
0,196.89063,70.671875,15.8125
4,62.986214,,
1,-33.915695,18.418444,
3,0,,
2,2.758,-9.423,-1.953
0,196.42188,70.4375,15.421875
4,64.24422,,
1,-33.915695,18.418444,
3,0,,
2,2.566,-8.657,-2.26
0,195.75,66.796875,14.234375
4,64.17932,,
1,-33.915695,18.418444,
3,0,,
2,2.49,-9.232,-3.179
0,195.40625,67,13.84375
4,62.89444,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.308,-3.141
0,195.39063,67.171875,13.84375
4,60.973297,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.27,-3.064
0,195.40625,67.046875,13.8125
4,63.68669,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.308,-3.141
0,195.79688,66.453125,14.109375
4,64.45597,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.27,-3.217
0,195.95313,66.21875,14.109375
4,63.623173,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.27,-3.141
0,195.9375,66.671875,14.0625
4,63.30694,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.347,-3.179
0,195.82813,66.515625,14.234375
4,62.680428,,
1,-33.915695,18.418444,
3,0,,
2,2.49,-9.27,-3.179
0,196.20313,65.953125,14.484375
4,60.997322,,
1,-33.915695,18.418444,
3,0,,
2,2.528,-9.27,-3.256
0,196.20313,65.984375,14.5
4,63.30273,,
1,-33.915695,18.418444,
3,0,,
2,2.528,-9.232,-3.294
0,195.96875,66,14.328125
4,64.01548,,
1,-33.915695,18.418444,
3,0,,
2,2.49,-9.232,-3.256
0,195.85938,66.3125,14.171875
4,65.68262,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.232,-3.217
0,196.0625,65.921875,14.3125
4,63.879665,,
1,-33.915695,18.418444,
3,0,,
2,2.528,-9.232,-3.332
0,195.625,66.890625,13.859375
4,66.803925,,
1,-33.915695,18.418444,
3,0,,
2,2.375,-9.308,-3.026
0,195.14063,67.84375,13.546875
4,64.84872,,
1,-33.915695,18.418444,
3,0,,
2,2.375,-9.347,-3.026
0,195.89063,66.828125,13.984375
4,62.326168,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.232,-3.141
0,195.95313,66.4375,14
4,63.032097,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.347,-3.179
0,195.35938,67.75,13.65625
4,63.553463,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.385,-2.988
0,195.59375,67.828125,13.84375
4,68.112404,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.423,-3.026
0,195.73438,67.34375,13.921875
4,68.8791,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.308,-3.026
0,195.75,67.53125,13.953125
4,63.787315,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.308,-2.988
0,195.65625,67.703125,13.859375
4,61.174385,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.308,-2.988
0,195.54688,67.53125,13.953125
4,66.34692,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.308,-2.988
0,195.79688,67.5625,14
4,62.573544,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.308,-2.949
0,195.67188,67.734375,13.875
4,63.9486,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.308,-2.949
0,195.84375,67.84375,13.890625
4,64.064125,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.347,-2.949
0,196.35938,66.75,14.21875
4,68.137886,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.232,-3.064
0,195.5,67.328125,13.90625
4,62.95486,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.308,-3.064
0,195.65625,67.453125,13.84375
4,64.50628,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.308,-3.026
0,195.95313,67.1875,14.0625
4,64.57827,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.308,-3.064
0,195.89063,67.21875,13.96875
4,63.69507,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.308,-3.064
0,196.07813,67.0625,14.015625
4,65.70898,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.27,-3.102
0,195.76563,68.03125,13.828125
4,66.12214,,
1,-33.915695,18.418444,
3,0,,
2,2.375,-9.347,-2.873
0,195.75,68.265625,13.859375
4,62.489605,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.347,-2.834
0,195.73438,68.34375,13.828125
4,62.484596,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.347,-2.834
0,195.84375,68.46875,13.828125
4,63.496376,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.347,-2.796
0,195.75,68.390625,13.984375
4,64.10516,,
1,-33.915695,18.418444,
3,0,,
2,2.49,-9.577,-2.949
0,195.875,67.234375,14.140625
4,64.85177,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.308,-2.988
0,195.64063,67.4375,14.0625
4,63.18993,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.308,-2.949
0,195.85938,67.4375,14.0625
4,63.2574,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.308,-2.988
0,195.89063,67.40625,14.0625
4,63.125916,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.308,-2.988
0,196.14063,67.5625,14.078125
4,62.3015,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.347,-2.949
0,196.125,67.328125,14.265625
4,64.53963,,
1,-33.915695,18.418444,
3,0,,
2,2.49,-9.27,-3.102
0,195.8125,68.015625,13.90625
4,62.312447,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.308,-2.911
0,195.85938,67.734375,14.078125
4,63.309315,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.308,-2.911
0,195.9375,67.890625,14.046875
4,64.06743,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.308,-2.911
0,196.375,67.859375,14.125
4,66.14281,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.308,-2.719
0,196.15625,68.296875,13.953125
4,63.6776,,
1,-33.915695,18.418444,
3,0,,
2,2.451,-9.308,-3.102
0,195.59375,68.75,13.640625
4,63.823666,,
3,0,,
2,2.336,-9.385,-2.758
1,-33.915695,18.418444,
0,194.92188,69.03125,13.5
4,64.68083,,
1,-33.915695,18.418444,
3,0,,
2,2.375,-9.385,-2.758
0,195.32813,68.75,13.640625
4,65.56997,,
1,-33.915695,18.418444,
3,0,,
2,2.375,-9.385,-2.758
0,195.29688,68.828125,13.640625
4,65.13848,,
1,-33.915695,18.418444,
3,0,,
2,2.375,-9.385,-2.758
0,195.45313,68.453125,13.78125
4,63.49776,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.385,-2.796
0,195.39063,68.453125,13.75
4,64.94163,,
1,-33.915695,18.418444,
3,0,,
2,2.375,-9.385,-2.758
0,195.35938,68.84375,13.78125
4,63.04123,,
1,-33.915695,18.418444,
3,0,,
2,2.413,-9.462,-2.719
0,195.25,69.125,13.65625
4,64.581116,,
1,-33.915695,18.418444,
3,0,,
