Sensor,X,Y,Z
0,183.6875,66.703125,2.46875
4,66.319084,,
1,-33.911606,18.419006,
3,0,,
2,-0.804,-10.764,-3.984
0,199.96875,60.84375,17.4375
4,63.574207,,
1,-33.911606,18.419006,
3,0,,
2,1.11,-9.423,-4.175
4,65.56436,,
0,195.71875,53.140625,13
1,-33.911606,18.419006,
3,0,,
2,0.919,-8.887,-2.911
0,203.85938,47.90625,18.71875
4,64.69516,,
1,-33.911606,18.419006,
3,0,,
2,5.056,-10.649,-5.209
0,188.59375,64.78125,5.265625
4,68.68334,,
1,-33.911606,18.419006,
3,0,,
2,1.647,-5.056,-3.677
0,183.64063,69.5625,2.640625
4,72.13414,,
1,-33.911606,18.419006,
3,0,,
2,2.336,-6.014,-1.723
0,172.75,66.46875,-8.296875
4,72.48247,,
1,-33.911606,18.419006,
3,0,,
2,3.524,-11.684,-4.865
0,177.26563,70.359375,-4.71875
4,75.47269,,
1,-33.911606,18.419006,
3,0,,
2,-1.11,-11.875,-5.516
0,194.96875,60.171875,12.03125
4,71.77168,,
1,-33.911606,18.419006,
3,0,,
2,0,-8.657,-4.711
0,192.54688,60.21875,10.265625
4,73.59528,,
1,-33.911606,18.419006,
3,0,,
2,0,-7.738,-1.685
0,199.70313,53.125,17.1875
4,73.41377,,
1,-33.911606,18.419006,
3,0,,
2,4.865,-11.722,-4.635
0,186.04688,69.640625,4.484375
4,74.0408,,
1,-33.911606,18.419006,
3,0,,
2,2.643,-6.129,-3.869
0,182.04688,67.375,1.1875
4,74.491684,,
1,-33.911606,18.419006,
3,0,,
2,1.762,-6.014,-3.294
0,175.23438,65.84375,-5.65625
4,74.58251,,
1,-33.911606,18.419006,
3,0,,
2,3.715,-12.373,-4.022
0,182.07813,72.71875,0.640625
4,74.7791,,
1,-33.911606,18.419006,
3,0,,
2,0.153,-11.875,-6.857
0,193.90625,66.765625,12.203125
4,73.94905,,
1,-33.911606,18.419006,
3,0,,
2,-3.447,-10.841,-3.447
0,199.85938,57.796875,17.296875
4,74.21768,,
1,-33.911606,18.419006,
3,0,,
2,-0.306,-8.466,-2.298
0,204.23438,50.9375,20.65625
4,75.03075,,
1,-33.911606,18.419006,
3,0,,
2,-1.187,-8.121,-3.102
0,181.15625,59.140625,-0.6875
4,74.66392,,
3,0,,
1,-33.912914,18.418764,
2,-1.608,-7.623,-2.336
0,190.79688,60.765625,8.984375
4,74.925964,,
1,-33.912853,18.418806,
3,0,,
2,-1.608,-12.526,-4.252
0,195.10938,57.234375,13.0625
4,75.01095,,
1,-33.912838,18.41881,
3,0,,
2,5.056,-8.734,-9.385
0,192.60938,64.84375,10.953125
4,75.17051,,
1,-33.912823,18.418816,
3,0,,
2,-0.191,-9.155,-5.133
0,195.26563,58.21875,12.5
4,75.00953,,
1,-33.91281,18.418821,
3,0,,
2,1.723,-7.125,-6.857
0,188.25,62.234375,5.390625
4,74.28167,,
1,-33.912807,18.418825,
3,0,,
2,2.413,-6.205,-5.248
0,190.78125,67.375,7.96875
4,76.29952,,
1,-33.912807,18.418821,
3,0,,
2,4.941,-11.147,-2.566
0,187.34375,75.03125,6
4,76.14191,,
1,-33.9128,18.418816,
3,0,,
2,0.268,-9.653,-4.443
0,203.625,57.484375,21.375
4,76.03815,,
1,-33.91279,18.418808,
3,0,,
2,1.494,-9.308,-1.8
0,196,56,13.859375
4,76.474915,,
1,-33.912785,18.418804,
3,0,,
2,4.711,-8.427,-2.298
0,203.23438,47.78125,19.453125
4,75.82081,,
1,-33.912773,18.418802,
3,0,,
2,4.175,-7.929,-2.451
0,197.60938,51.78125,14.734375
4,75.36611,,
1,-33.912777,18.418793,
3,0,,
2,3.601,-10.113,-9.807
0,195.76563,57.9375,13.859375
4,75.21843,,
1,-33.912777,18.418787,
3,0,,
2,0.153,-7.24,-4.826
0,185.89063,64.75,4.40625
4,75.408516,,
1,-33.912773,18.41878,
3,0,,
2,3.945,-8.581,-3.179
0,188.4375,69.5,6.34375
4,75.48924,,
1,-33.912777,18.418776,
3,0,,
2,0.727,-9.385,-5.324
0,206.875,50.609375,22.359375
4,75.054,,
1,-33.91277,18.41877,
3,0,,
2,2.911,-9.768,-1.608
0,199.4375,51.046875,14.53125
4,76.23672,,
1,-33.912766,18.418764,
3,0,,
2,1.225,-12.182,-6.397
0,203.03125,65.046875,21.046875
4,75.28073,,
1,-33.91277,18.418755,
3,0,,
2,2.911,-6.78,-3.064
0,192.26563,61.8125,10.6875
4,75.56671,,
3,0,,
2,3.945,-3.141,-3.026
1,-33.91277,18.418743,
0,179.73438,65.140625,-2.09375
4,74.75965,,
1,-33.912773,18.41873,
3,0,,
2,4.597,-10.879,-3.907
0,183.82813,70.859375,1.78125
4,74.63105,,
1,-33.912773,18.418718,
3,0,,
2,1.8,-10.803,-5.707
4,74.89324,,
1,-33.9128,18.4187,
3,0,,
2,-3.294,-13.101,-7.278
0,195.64063,66.296875,13.671875
0,200.84375,53.15625,17.90625
4,74.144,,
1,-33.9128,18.4187,
3,0,,
2,-1.417,-13.484,-3.907
4,73.95714,,
1,-33.91281,18.418673,
3,0,,
0,203.60938,55.078125,20.171875
2,0,-13.714,-2.681
0,197.54688,51.890625,14.296875
4,73.90849,,
1,-33.912823,18.418652,
3,0,,
2,1.264,-7.355,-1.494
4,73.74352,,
0,195.64063,49.40625,12.4375
1,-33.912834,18.418642,
3,0,,
2,0.842,-5.286,-2.03
0,201.23438,48.921875,17.140625
4,74.796394,,
1,-33.91284,18.418629,
3,0,,
2,4.06,-9.117,-3.754
0,199.85938,48.71875,15.890625
4,74.38658,,
1,-33.912846,18.418612,
3,0,,
2,6.282,-9.27,-3.256
0,207.21875,50.15625,23.453125
4,74.655556,,
1,-33.91285,18.418596,
3,0,,
2,3.217,-10.649,-8.236
0,203.60938,55.875,20.875
4,76.81281,,
1,-33.91285,18.418581,
3,0,,
2,-1.992,-9.768,-13.216
0,192.70313,61.8125,11.140625
4,73.03344,,
1,-33.912853,18.418566,
3,0,,
2,-0.383,-12.411,-12.067
0,187.71875,60.734375,6.078125
4,72.774254,,
1,-33.912853,18.418549,
3,0,,
2,1.149,-7.891,-5.784
0,187.09375,65.515625,5.65625
4,73.178986,,
1,-33.912853,18.418533,
3,0,,
2,3.217,-3.217,-1.8
0,180.85938,69.671875,-0.640625
4,72.171326,,
1,-33.91286,18.418516,
3,0,,
2,3.907,-4.482,-2.604
0,178.20313,69.53125,-3.21875
4,73.128525,,
1,-33.912865,18.418503,
3,0,,
2,5.056,-9.692,-3.217
0,180.5,73.3125,-1.34375
4,73.55096,,
1,-33.912872,18.418491,
3,0,,
2,1.647,-10.075,-6.014
0,188.84375,71.171875,7.265625
4,73.227104,,
1,-33.912876,18.418476,
3,0,,
2,-3.371,-13.599,-5.363
0,203.01563,64.03125,20.890625
4,72.13385,,
1,-33.91288,18.41846,
3,0,,
2,-0.881,-13.906,-3.792
0,199.70313,56.828125,16.90625
4,73.04622,,
1,-33.912888,18.418447,
3,0,,
2,1.455,-7.7,-1.225
0,198.04688,53.421875,15.234375
4,72.952126,,
1,-33.912895,18.418434,
3,0,,
2,0.268,-5.286,-1.953
0,197.78125,51.25,14.90625
4,72.24582,,
1,-33.912903,18.418425,
3,0,,
2,3.179,-7.738,-2.413
0,202.57813,53.53125,18.90625
4,73.60139,,
1,-33.91291,18.418417,
3,0,,
2,5.209,-8.006,-2.298
0,194.3125,58.234375,11.75
4,72.3436,,
1,-33.912903,18.418392,
3,0,,
2,3.754,-12.22,-6.129
0,193.54688,64.53125,12.015625
4,71.44179,,
1,-33.9129,18.418377,
3,0,,
2,-2.221,-10.228,-1.877
0,190.90625,69.15625,9.4375
4,71.9514,,
1,-33.912872,18.418358,
3,0,,
2,1.187,-5.324,-2.106
0,180.65625,85.046875,-0.515625
4,71.22357,,
1,-33.912853,18.418346,
3,0,,
2,3.792,-7.508,-3.907
0,174.3125,76.734375,-7.390625
4,71.4936,,
1,-33.91283,18.41833,
3,0,,
2,4.405,-12.297,-3.945
0,179.01563,81.59375,-3.671875
4,71.67212,,
1,-33.912815,18.418318,
3,0,,
2,-1.149,-11.224,-3.332
0,208.23438,63.734375,25.15625
4,70.89797,,
1,-33.9128,18.418308,
3,2,,
2,-3.141,-13.178,2.145
0,187.34375,77.515625,5.46875
4,70.87422,,
1,-33.91279,18.41829,
3,2,,
2,-4.213,-14.48,-2.413
0,199.85938,71.671875,18.015625
4,69.03961,,
1,-33.91278,18.418264,
3,38,,
2,0.727,-13.139,-1.494
0,210.8125,61.515625,27.078125
4,70.936005,,
1,-33.912773,18.41824,
3,31,,
2,3.102,-6.167,-2.873
0,205.9375,63.890625,22.453125
4,72.73169,,
1,-33.91276,18.418219,
3,44,,
2,2.49,-4.903,-2.566
0,198.57813,75.1875,14.796875
4,67.86961,,
1,-33.912746,18.418201,
3,13,,
2,5.056,-7.316,1.608
4,69.971176,,
0,192.4375,81.0625,8.859375
1,-33.912727,18.418188,
3,25,,
2,3.409,-12.028,0.996
0,191.48438,61.765625,10.6875
4,69.55641,,
1,-33.912712,18.418182,
3,28,,
2,1.417,-12.756,-2.183
0,196.34375,73.59375,14.40625
4,72.83099,,
1,-33.9127,18.418179,
3,1,,
2,1.11,-9.883,-8.312
0,182.0625,88.75,0.21875
4,70.26122,,
3,51,,
2,2.03,-5.746,-2.988
1,-33.912685,18.418175,
0,184.26563,79.015625,3.421875
4,70.80482,,
1,-33.912678,18.41817,
3,31,,
2,0.383,-4.443,-3.064
0,182.34375,87.65625,1.59375
4,66.941055,,
1,-33.91267,18.418163,
3,43,,
2,0.612,-4.865,-2.949
0,174.17188,77.09375,-6.375
4,69.55522,,
1,-33.912655,18.41816,
3,36,,
2,1.685,-5.784,-3.102
0,181.9375,78.640625,0.140625
4,69.945175,,
1,-33.912643,18.41815,
3,16,,
2,5.631,-8.81,-2.528
0,176.84375,85.28125,-3.5
4,71.67483,,
1,-33.912636,18.418144,
3,28,,
2,-0.957,-12.565,-0.804
0,191.5,74.359375,11.75
4,66.799446,,
1,-33.912624,18.418142,
3,25,,
2,-5.478,-13.561,-0.038
0,183.73438,84.109375,2.8125
4,64.678215,,
1,-33.912613,18.41814,
3,17,,
2,-0.229,-12.067,-3.792
0,200.26563,69.71875,18.078125
4,70.6602,,
1,-33.9126,18.418142,
3,43,,
2,1.992,-7.048,-2.834
0,190.45313,81.6875,8.296875
4,63.62158,,
1,-33.912586,18.418142,
3,47,,
2,-0.459,-5.248,0
0,178.84375,86.671875,-2.28125
4,69.7656,,
1,-33.912575,18.418144,
3,46,,
2,0.996,-4.558,0.306
0,180.1875,79.625,-0.15625
4,69.56266,,
1,-33.91256,18.418148,
3,54,,
2,2.49,-7.814,0.651
4,67.47303,,
0,182.98438,74.625,1.71875
1,-33.912548,18.41815,
3,42,,
2,3.141,-8.964,1.8
0,177.92188,70.9375,-4.515625
4,70.19432,,
1,-33.912533,18.418154,
3,22,,
2,3.754,-11.53,-3.754
0,183.5,71,1.421875
4,68.68136,,
1,-33.912514,18.418154,
3,32,,
2,-2.336,-14.518,-1.34
0,188.34375,69,6.9375
4,68.5099,,
1,-33.912506,18.418148,
3,23,,
2,-4.482,-13.331,-5.018
0,185.57813,73.859375,4.1875
4,67.35778,,
1,-33.9125,18.418146,
3,29,,
2,-3.332,-10.879,-3.601
0,180.40625,78.046875,0.390625
4,68.724815,,
1,-33.912483,18.418139,
3,22,,
2,-0.344,-7.01,-4.06
0,180.5,78.796875,-0.140625
4,66.58233,,
1,-33.912464,18.4181,
3,15,,
2,0.383,-4.903,-4.558
0,178.26563,77.96875,-2.34375
4,69.48831,,
1,-33.912437,18.418064,
3,14,,
2,1.264,-4.98,-5.056
0,175.92188,82.234375,-5.515625
4,69.55383,,
1,-33.912426,18.41805,
3,36,,
2,4.788,-6.933,-2.873
0,173.95313,76.390625,-7.140625
4,70.07557,,
1,-33.912415,18.418018,
3,9,,
2,4.711,-10.917,-3.217
0,175.20313,77.640625,-6.21875
4,68.66499,,
1,-33.912395,18.418,
3,9,,
2,-1.264,-11.722,-3.562
0,185.98438,76.078125,4.375
4,71.52552,,
1,-33.912384,18.417986,
3,4,,
2,-6.665,-14.212,-3.639
0,198.54688,64.65625,17.15625
4,68.84833,,
1,-33.912373,18.417973,
3,1,,
2,-0.421,-14.02,-1.723
0,203.875,61.921875,21.75
4,67.59044,,
1,-33.91237,18.417957,
3,0,,
2,1.992,-9.845,-0.229
0,198.73438,56.921875,16.640625
4,67.29955,,
1,-33.912365,18.417946,
3,0,,
2,1.302,-5.631,-0.842
0,195.70313,57.53125,14
4,68.17021,,
1,-33.912365,18.417934,
3,0,,
2,3.332,-9.079,-3.256
0,200.85938,47.796875,17.203125
4,68.95882,,
1,-33.912365,18.417925,
3,0,,
2,3.83,-9.117,-3.064
0,200.09375,50.921875,16.59375
4,71.87929,,
1,-33.912365,18.417915,
3,0,,
2,6.972,-9.232,-3.601
4,74.82025,,
0,195.67188,57.828125,13.109375
1,-33.91237,18.417904,
3,0,,
2,-0.383,-10.688,-11.607
0,199.1875,58.765625,16.78125
4,72.81496,,
1,-33.912354,18.417896,
3,0,,
2,-0.727,-12.833,-11.875
0,193.23438,65.4375,11.984375
4,68.45114,,
1,-33.91235,18.41789,
3,0,,
2,1.034,-6.052,-5.401
0,182.71875,74.8125,1.3125
4,67.05986,,
1,-33.912346,18.417889,
3,0,,
2,1.953,-2.643,-2.26
0,184.42188,77.890625,3.109375
4,68.95629,,
1,-33.912354,18.417881,
3,0,,
2,5.286,-3.179,-3.524
0,179.85938,72.734375,-2.65625
4,71.19066,,
1,-33.91234,18.41788,
3,0,,
2,7.891,-10.841,-1.57
4,71.18244,,
3,0,,
1,-33.91234,18.417871,
0,182.82813,72.75,-0.609375
2,3.409,-11.99,-7.661
0,185.48438,75.84375,3.265625
4,71.2449,,
1,-33.912334,18.417866,
3,0,,
2,0.612,-11.109,-7.623
0,180.84375,81.046875,-0.953125
4,70.27571,,
1,-33.91234,18.417852,
3,0,,
2,-0.191,-13.178,-2.911
0,180.3125,77.40625,-1.515625
4,71.30981,,
1,-33.912346,18.417843,
3,0,,
2,-1.8,-12.871,-3.601
0,180.51563,75.609375,-1.28125
4,66.84623,,
1,-33.91235,18.417833,
3,0,,
2,-1.34,-12.68,-4.52
0,189.4375,65.4375,7.59375
4,68.22095,,
1,-33.912354,18.417826,
3,0,,
2,-2.451,-16.242,-4.75
0,180.84375,63.765625,-1.1875
4,69.82153,,
1,-33.912357,18.417814,
3,0,,
2,2.451,-8.657,-1.953
0,175.9375,66.921875,-5.859375
4,70.05749,,
1,-33.912354,18.417805,
2,3.409,-4.367,5.593
3,0,,
4,64.42739,,
1,-33.912354,18.417805,
3,0,,
2,-1.877,-8.925,-1.838
0,186.65625,67.75,4.875
4,69.499504,,
0,184.40625,61.578125,2.21875
1,-33.91237,18.417772,
3,0,,
2,5.324,-8.006,-0.766
0,194.70313,66.734375,12.5625
4,66.55427,,
1,-33.91238,18.417757,
3,0,,
2,5.746,-10.688,-4.941
4,65.00653,,
0,184.71875,70.203125,2.734375
1,-33.91238,18.417738,
3,0,,
2,-1.494,-12.411,-12.105
0,188.71875,65.953125,7.515625
4,68.811516,,
1,-33.912388,18.417719,
3,0,,
2,1.34,-7.087,-3.371
0,185.45313,66.359375,4.53125
4,73.327156,,
1,-33.912403,18.417704,
3,0,,
2,3.217,-7.087,-1.685
0,183.90625,72.515625,2.421875
4,70.694885,,
1,-33.912426,18.417675,
3,1,,
2,-1.34,-12.411,-4.75
0,170.85938,72.515625,-11.953125
4,72.36829,,
1,-33.91244,18.417656,
3,2,,
2,-0.344,-15.17,-3.064
0,179.15625,66.734375,-2.734375
4,66.99705,,
1,-33.91247,18.417624,
3,2,,
2,3.179,-7.24,-0.804
0,181.42188,73.359375,-0.859375
4,70.32098,,
1,-33.91249,18.4176,
3,1,,
2,3.409,-6.474,-0.344
0,184.14063,63.078125,2.046875
4,70.551994,,
1,-33.912495,18.41758,
3,0,,
2,1.11,-10.649,-3.371
0,191.39063,67.125,9.4375
4,70.75848,,
1,-33.91251,18.417568,
3,0,,
2,-2.566,-14.02,-6.32
0,192.71875,71.21875,10.8125
4,71.54398,,
1,-33.91252,18.417557,
3,0,,
2,-2.758,-11.109,-6.627
0,186.23438,73.640625,4.796875
4,72.15534,,
1,-33.912537,18.417538,
3,0,,
2,-0.114,-6.857,-1.953
0,184.3125,75.53125,3.390625
4,73.628654,,
1,-33.912544,18.417522,
3,0,,
2,2.221,-5.056,-1.149
0,180.3125,75.953125,-2.09375
4,68.24753,,
1,-33.912548,18.41751,
3,0,,
2,2.528,-9.845,-1.877
0,180.54688,79.9375,-2.140625
4,67.47951,,
1,-33.91255,18.417496,
3,3,,
2,2.03,-11.301,-4.635
0,186.625,74.5,4.421875
4,69.94432,,
1,-33.91255,18.417482,
3,3,,
2,-1.225,-13.216,-4.482
0,193.09375,70.40625,10.765625
4,69.179344,,
1,-33.912548,18.417467,
3,3,,
2,-3.371,-12.871,-4.635
0,208.40625,57.171875,24.9375
4,65.17724,,
1,-33.91255,18.417444,
3,3,,
2,0.957,-12.028,-2.604
0,207.40625,53.203125,23.203125
4,66.81925,,
1,-33.91256,18.417423,
3,2,,
2,3.102,-6.435,-0.766
0,212.39063,48.28125,27.0625
4,69.86164,,
1,-33.91257,18.417402,
3,2,,
2,0.689,-6.818,-2.221
0,214.875,46.390625,29.421875
4,69.47154,,
1,-33.912575,18.417387,
3,1,,
2,3.447,-9.423,-2.758
0,214.89063,44.28125,28.75
4,76.20703,,
1,-33.912586,18.417368,
3,0,,
2,6.55,-7.087,-2.298
0,203.9375,57.828125,21
4,68.95697,,
1,-33.912586,18.417355,
3,1,,
2,7.01,-8.772,-6.32
0,207.21875,53.171875,23.546875
4,71.92978,,
1,-33.912594,18.417337,
3,0,,
2,2.068,-9.998,-11.837
0,197.98438,62.328125,15.890625
4,69.0262,,
1,-33.912598,18.417324,
3,1,,
2,2.643,-5.248,-4.788
0,191.1875,66.375,9.421875
4,67.87264,,
1,-33.9126,18.41731,
3,2,,
2,3.486,-2.681,-1.072
0,185.48438,73.609375,3.46875
4,70.15394,,
1,-33.91261,18.4173,
3,2,,
2,5.631,-6.167,-4.558
0,183.85938,76.171875,1.171875
4,68.221535,,
1,-33.91261,18.4173,
3,2,,
2,6.32,-12.028,-3.677
0,187.8125,72.265625,5.046875
4,69.36554,,
1,-33.91261,18.417278,
3,3,,
2,-4.826,-13.446,-5.593
0,206.875,59.375,24.125
4,66.95171,,
1,-33.9126,18.417267,
3,3,,
2,0,-10.649,-2.988
0,204.90625,52.015625,21.1875
4,66.06498,,
1,-33.912598,18.41726,
3,2,,
2,0.459,-6.665,-2.183
0,208.875,46.265625,24.203125
4,70.41485,,
1,-33.912605,18.41725,
3,2,,
2,4.213,-8.619,-1.915
0,207.03125,44.609375,21.859375
4,70.08838,,
1,-33.91262,18.417242,
3,0,,
2,7.738,-9.653,-5.133
0,207.64063,49.421875,23.984375
4,69.73795,,
1,-33.912632,18.417233,
3,2,,
2,3.409,-9.538,-12.335
0,195.75,63.8125,13.75
4,70.780205,,
1,-33.912655,18.417217,
3,2,,
2,3.371,-7.01,-6.665
0,188.54688,67.125,6.5625
4,69.80137,,
1,-33.91268,18.417202,
3,3,,
2,2.375,-3.217,-3.639
0,182.67188,72.65625,0.421875
4,73.44043,,
1,-33.912697,18.417187,
3,2,,
2,4.826,-6.895,-3.677
0,178.98438,71.59375,-3.640625
4,72.15602,,
1,-33.91271,18.417168,
3,2,,
2,4.443,-10.764,-3.562
0,198.92188,66.75,16.0625
4,72.59996,,
1,-33.91271,18.417158,
3,3,,
2,-4.022,-14.059,-6.052
0,196.9375,67.390625,14.265625
4,70.482735,,
1,-33.912716,18.417145,
3,2,,
2,-0.919,-14.442,-4.711
0,218.82813,50.234375,33.25
4,67.20935,,
1,-33.912724,18.417133,
3,1,,
2,2.911,-7.776,-2.183
0,210.0625,45.46875,22.390625
4,71.82003,,
1,-33.91273,18.417126,
3,0,,
2,3.754,-9.04,-4.29
0,212.32813,52.203125,25.9375
4,69.44721,,
1,-33.912735,18.417124,
2,3.026,-7.814,-7.891
3,0,,
0,195.35938,65.65625,10.796875
4,69.8162,,
1,-33.91275,18.41712,
3,0,,
2,3.486,-9.845,-11.147
0,191.17188,68.203125,7.140625
4,70.411644,,
1,-33.91276,18.4171,
3,2,,
2,1.915,-4.635,-2.643
0,177.53125,72.53125,-6.546875
4,65.30131,,
1,-33.91277,18.417088,
3,1,,
2,2.949,-3.562,-3.217
0,178.85938,75.546875,-5.578125
4,70.69424,,
1,-33.912785,18.417082,
3,1,,
2,5.746,-5.209,-3.945
0,177.26563,77.046875,-7.1875
4,69.57517,,
1,-33.912796,18.417084,
3,0,,
2,5.018,-12.756,-3.601
0,183.4375,71.8125,-0.046875
4,69.055565,,
1,-33.91281,18.417086,
3,0,,
2,0.536,-12.833,-4.482
0,199.20313,66.671875,15.078125
4,71.57567,,
1,-33.912823,18.417088,
3,0,,
2,-7.087,-13.867,-5.707
0,205.57813,60.953125,21.109375
4,70.70425,,
1,-33.91283,18.417095,
3,0,,
2,-6.818,-13.829,-3.141
0,203.875,59.15625,19.046875
4,68.357056,,
1,-33.912834,18.417091,
3,0,,
2,-0.957,-12.986,-4.137
0,206.59375,51.125,20.203125
4,70.082214,,
1,-33.91284,18.417093,
3,0,,
2,1.877,-7.202,-1.532
0,207.60938,50.328125,21.21875
4,68.37981,,
1,-33.912853,18.4171,
3,0,,
2,0.574,-5.822,-1.455
0,210.28125,47.796875,23.828125
4,75.14212,,
1,-33.912857,18.41711,
3,0,,
2,3.945,-9.04,-4.06
0,208.60938,42.21875,20.265625
4,72.944824,,
1,-33.912865,18.417118,
3,0,,
2,6.704,-9.308,-3.141
0,199.8125,62.734375,15.09375
4,76.23961,,
1,-33.912872,18.417114,
3,0,,
2,6.474,-9.653,-6.512
0,208.1875,55.75,22.546875
4,69.370346,,
1,-33.912888,18.41712,
3,0,,
2,5.209,-12.68,-10.879
4,70.89933,,
1,-33.912903,18.417124,
2,2.413,-6.512,-7.163
3,0,,
0,197.04688,62.78125,12.40625
0,188.17188,69.5625,3.765625
4,71.23404,,
1,-33.912918,18.417131,
3,0,,
2,1.494,-3.869,-2.566
0,185.75,74.84375,1.453125
4,72.686325,,
1,-33.912933,18.417124,
3,0,,
2,2.336,-4.328,-4.405
4,70.40554,,
0,178.0625,70.78125,-6.609375
1,-33.912933,18.417124,
3,0,,
2,6.167,-6.397,-3.677
0,178.54688,75.09375,-6.21875
4,71.721886,,
1,-33.912964,18.417095,
3,0,,
2,5.593,-10.266,-3.677
0,179.85938,72.8125,-4.71875
4,70.4311,,
1,-33.91297,18.417082,
3,0,,
2,0.344,-12.526,-4.635
0,185.85938,73.4375,1.21875
4,71.10214,,
1,-33.91299,18.417067,
3,0,,
2,-6.704,-13.714,-5.209
0,196.34375,71.984375,12.078125
4,71.11524,,
1,-33.913006,18.417057,
3,0,,
2,-7.585,-15.706,-2.451
0,202.35938,66.5,17.609375
4,71.09578,,
1,-33.913025,18.417046,
3,0,,
2,-6.78,-14.94,-2.681
0,204.39063,62.078125,19.078125
4,71.73772,,
1,-33.91304,18.417082,
3,0,,
2,-0.421,-12.22,-3.332
0,206.375,54.71875,20.390625
4,66.13074,,
1,-33.913055,18.417076,
3,0,,
2,0.842,-8.964,-1.379
0,207.14063,47.734375,20.375
4,69.81361,,
1,-33.913055,18.417076,
3,0,,
2,1.072,-5.861,-1.838
0,207.57813,49.265625,20.953125
4,67.562614,,
1,-33.913067,18.41707,
3,0,,
2,3.294,-8.81,-3.256
0,206.8125,44.515625,19.46875
4,70.04017,,
1,-33.913074,18.41706,
3,0,,
2,6.014,-8.964,-2.451
0,209.28125,51.171875,21.828125
4,71.161316,,
1,-33.913086,18.417046,
3,0,,
2,4.099,-10.458,-10.419
0,203.1875,60.15625,17.609375
4,73.191765,,
1,-33.913105,18.417149,
3,0,,
2,4.29,-9.577,-10.534
4,71.548965,,
0,190.5,65.1875,4.984375
1,-33.913124,18.417212,
3,0,,
2,1.417,-3.639,-3.409
0,185.1875,68.9375,0.03125
4,70.29267,,
1,-33.913147,18.417253,
2,3.754,-3.869,-3.984
3,0,,
0,178.0625,71.671875,-6.21875
4,73.68379,,
1,-33.913162,18.417255,
3,0,,
2,4.635,-9.538,-3.409
0,175.9375,71.875,-8.5625
4,69.76951,,
1,-33.913174,18.417257,
3,0,,
2,5.018,-11.99,-3.294
0,180.78125,71.859375,-3.71875
4,71.96479,,
1,-33.9132,18.417257,
3,0,,
2,0.651,-13.637,-5.056
0,191.21875,72.71875,6.796875
4,72.66958,,
1,-33.91321,18.417261,
3,0,,
2,-7.585,-14.02,-4.405
0,202.53125,66.40625,17.84375
4,70.87957,,
1,-33.913223,18.41727,
3,0,,
2,-4.711,-14.135,-3.907
0,206.98438,59.8125,21.796875
4,65.455,,
1,-33.913242,18.417286,
3,0,,
2,0.919,-11.722,-3.447
0,207.89063,54.34375,22.28125
4,71.57083,,
1,-33.913254,18.417295,
3,0,,
2,1.877,-8.159,-1.532
0,202.32813,58.265625,17.125
4,66.41645,,
1,-33.913265,18.417301,
3,0,,
2,1.034,-5.516,-0.766
0,204.26563,52.875,18.484375
4,66.523575,,
1,-33.913277,18.417305,
3,0,,
2,1.608,-5.171,-1.8
0,205.42188,49.71875,19.21875
4,68.83953,,
1,-33.913292,18.417305,
3,0,,
2,3.217,-8.466,-4.367
0,205.57813,48.25,19.109375
4,66.692406,,
1,-33.91331,18.417297,
3,0,,
2,4.903,-8.849,-2.681
0,208.92188,47.1875,22.140625
4,69.49137,,
1,-33.91331,18.417297,
3,0,,
2,6.091,-9.845,-4.252
0,197.21875,52.390625,11.0625
4,71.41956,,
1,-33.913338,18.4173,
3,0,,
2,7.546,-9.96,-3.141
0,202.76563,47.25,16.0625
4,71.866394,,
1,-33.913353,18.417301,
3,0,,
2,7.585,-10.956,-5.707
0,208.25,50.421875,21.515625
4,70.03921,,
1,-33.913364,18.417305,
3,0,,
2,2.183,-11.224,-7.01
4,68.063675,,
0,212.28125,42.9375,23.984375
1,-33.913372,18.417313,
3,0,,
2,4.405,-11.454,-4.52
0,213.26563,44.453125,25.21875
4,67.649536,,
1,-33.913383,18.417322,
3,0,,
2,3.486,-12.526,-6.474
0,212.04688,49.5,24.546875
4,69.86041,,
1,-33.913395,18.417332,
3,0,,
2,3.524,-11.186,-10.458
0,196.75,65.3125,11.671875
4,68.13345,,
1,-33.913403,18.41734,
3,0,,
2,4.482,-9.768,-9.73
0,187.09375,71.09375,2.71875
4,70.53203,,
1,-33.913414,18.41735,
3,0,,
2,1.647,-9.807,-9.577
0,190.64063,71.09375,6.140625
4,70.60108,,
1,-33.91343,18.41736,
3,0,,
2,1.34,-3.026,-2.911
0,184.14063,71.390625,-0.421875
4,69.00102,,
1,-33.913437,18.417366,
3,0,,
2,0.727,-1.953,-1.992
0,185.92188,67.890625,1.375
4,73.32031,,
1,-33.91345,18.417372,
3,0,,
2,3.447,-2.49,-3.026
0,179.75,73.078125,-4.640625
4,72.99875,,
1,-33.91346,18.417377,
3,0,,
2,5.976,-7.968,-2.796
0,177.3125,73.78125,-7.171875
4,70.556274,,
1,-33.913467,18.41738,
3,0,,
2,2.49,-11.415,-2.758
0,189.48438,72.15625,5.015625
4,69.27804,,
1,-33.91348,18.417383,
3,0,,
2,-2.49,-13.024,-5.324
0,204.3125,62.921875,19.5
4,70.32911,,
1,-33.913486,18.41739,
3,0,,
2,-5.478,-12.833,-5.554
0,208.73438,53.765625,22.828125
4,65.449234,,
1,-33.913498,18.417398,
3,0,,
2,-0.306,-9.155,-3.332
0,207.25,51.03125,21.984375
4,64.72179,,
1,-33.913506,18.4174,
